Survived,Pclass,Age,SibSp,Parch,Fare,Sex_encoded,Embarked_encoded
0,3,-0.0034062115737360094,0,0,-0.3876738813620531,1,0
1,1,1.7748252825428168,1,0,0.833616285675605,0,0
0,3,-0.0034062115737360094,0,0,-0.3753917695995255,1,2
0,1,-0.3472669353613029,1,2,2.2362556513088263,0,2
0,3,-0.4204425290821346,0,0,-0.5151938589494617,1,2
0,3,-0.6399693102446298,0,0,-0.5160704690768168,0,1
0,3,-0.0034062115737360094,0,0,-0.5183825761376136,0,1
0,3,0.5308401892886777,0,0,-0.480900794207494,0,2
1,1,-1.0058472788487882,0,0,0.9912013110370175,0,2
0,1,-0.8594960914071249,1,0,1.419936395158286,1,0
1,2,0.2381378144053508,0,2,-0.16676621527265834,0,2
1,1,-0.0034062115737360094,0,0,-0.1562392377607522,1,2
0,3,-0.12774015419880777,0,0,-0.23327757318879264,1,2
1,3,-0.27409134164047116,0,0,0.416922149832046,1,2
1,3,-0.054564560477976046,0,0,-0.5160704690768168,1,1
1,1,0.45766459556784594,0,0,-0.16126347702779828,1,2
1,1,1.7748252825428168,1,0,0.4725084190867329,0,0
0,3,-0.4204425290821346,0,0,-0.5209358466832287,1,2
0,1,1.2625961264969947,0,0,-0.013248431222664142,1,2
1,2,0.3113134081261825,0,0,-0.46343558151728603,0,2
0,3,-0.0034062115737360094,0,0,-0.20217513963088812,1,1
1,2,0.45766459556784594,1,0,-0.16676621527265834,0,2
0,3,0.1649622206845191,0,0,-0.5132798630382059,1,2
1,1,0.01861103324285567,0,0,1.125181024824914,0,2
1,1,1.0430693453344997,0,1,0.4453143651796125,0,0
0,3,-0.0034062115737360094,0,0,-0.5260385597826363,1,0
0,3,0.7869547673115886,0,0,-0.5160704690768168,1,1
0,1,-0.0034062115737360094,0,0,3.5804396678163877,1,2
0,3,0.6771913767303411,0,0,-0.5127209762321193,1,2
0,2,-0.4936181228029663,2,1,-0.4442956224047294,1,2
1,2,-2.0303055909404324,1,1,-0.16676621527265834,0,2
0,3,-0.9326716851279566,1,1,-0.5260385597826363,1,0
1,3,-0.0034062115737360094,0,2,-0.23646820437285582,0,0
0,3,0.01861103324285567,0,0,-0.4986052563866088,0,2
1,2,-1.6644276223362737,0,2,-0.16198122549451918,0,2
0,1,1.1162449390553313,0,0,-0.1562392377607522,1,2
1,1,0.01861103324285567,0,0,1.3725649963547082,0,0
0,3,-0.0034062115737360094,0,0,-0.3868757450670595,1,2
1,1,-0.5667937165237981,0,2,0.28302282387242234,0,0
1,1,0.45766459556784594,0,2,0.6945319447923898,0,2
0,3,-1.5180764348946103,4,2,-0.06580293095392217,0,2
0,3,-1.3717252474529469,4,2,-0.06580293095392217,0,2
1,2,0.1649622206845191,1,0,-0.16676621527265834,1,2
0,1,1.48212290765949,1,0,1.3725649963547082,1,0
0,1,2.5065812197511335,0,0,-0.16676621527265834,1,2
1,2,-0.7863204976862932,1,0,-0.16676621527265834,0,2
1,2,-0.0034062115737360094,0,0,-0.39907746900131436,1,0
0,3,0.2381378144053508,1,1,-0.2715574914139059,1,2
1,2,-1.5912520286154421,1,1,0.03898834518732538,1,2
1,1,-0.9326716851279566,0,2,1.4578966760662195,1,0
0,2,-0.20091574791963948,0,0,-0.16676621527265834,1,2
0,3,-0.0034062115737360094,0,0,-0.5145545843151023,1,1
1,3,-0.5667937165237981,0,0,-0.5261189476109089,1,0
1,3,-0.5667937165237981,0,0,-0.5155919700990028,0,2
1,1,1.3357717202178265,1,0,0.09353722865811179,0,0
0,1,-0.0034062115737360094,0,0,3.6904140448853155,1,0
1,1,0.6771913767303411,1,1,0.8600925911160047,0,2
1,3,0.45766459556784594,1,0,-0.33136986364064536,0,2
0,3,0.7503669704511728,0,0,-0.5132798630382059,1,2
0,2,-0.12774015419880777,0,0,-0.40601570417961613,1,2
0,3,-0.4204425290821346,2,0,-0.20217513963088812,1,2
0,3,-0.7863204976862932,0,0,-0.5132798630382059,1,2
0,3,-0.054564560477976046,0,4,-0.2610305139019997,0,2
1,3,0.1649622206845191,0,0,-0.5140760853372883,1,2
1,2,2.3602300323094703,0,0,-0.46343558151728603,1,2
1,1,1.701649688821985,2,0,0.3209046309479944,0,2
1,1,0.45766459556784594,0,0,-0.15934948111654265,1,2
0,3,-1.0058472788487882,0,0,-0.5103284813430498,1,2
0,3,-0.7863204976862932,0,0,-0.3868757450670595,1,2
1,2,0.3113134081261825,0,0,-0.4155856837358945,0,2
1,1,0.6771913767303411,1,0,0.4055185621927847,0,2
0,3,-0.0034062115737360094,1,0,-0.3876738813620531,0,0
1,3,0.1649622206845191,0,0,-0.5127209762321193,1,2
1,2,-0.3472669353613029,1,1,-0.09020637882243185,0,2
1,1,0.6771913767303411,1,1,1.4578966760662195,0,0
0,2,1.7748252825428168,0,0,-0.16676621527265834,1,2
0,1,0.45766459556784594,0,0,0.10358570719220399,1,0
0,3,-0.0034062115737360094,0,0,-0.49764825843098104,1,0
1,1,-0.8594960914071249,0,2,0.8600925911160047,0,2
0,2,1.2625961264969947,0,0,-0.3773057655107812,1,2
1,1,2.213878844867807,1,1,0.8514796095153542,1,0
0,3,0.38448900184701423,0,0,-0.5280329435221647,1,2
1,1,1.6284740951011534,1,0,0.833616285675605,0,0
0,3,1.2625961264969947,0,0,-0.5256404486330951,1,2
0,3,-0.0034062115737360094,0,2,-0.5160704690768168,0,1
0,2,0.5308401892886777,1,0,-0.16676621527265834,1,2
0,3,0.45766459556784594,1,1,-0.20217513963088812,1,2
1,2,-0.0034062115737360094,0,0,-0.03278650148476197,0,2
0,3,1.4089473139386581,0,0,-0.6644051521991305,1,2
1,1,1.4089473139386581,1,0,0.42521740811142805,1,0
1,2,-0.4204425290821346,2,1,-0.14762625616010172,0,2
0,1,-0.0034062115737360094,0,0,0.1471291141732703,1,2
0,3,1.0430693453344997,0,0,-0.5103284813430498,1,2
1,1,0.38448900184701423,0,0,-0.1562392377607522,1,0
0,3,0.45766459556784594,1,0,-0.36677878799887503,1,2
0,3,0.01861103324285567,0,0,-0.5132798630382059,1,2
1,1,-0.20091574791963948,0,0,-0.08063639926615353,1,2
1,2,-0.5667937165237981,1,2,0.13141903573368383,0,0
1,1,0.7503669704511728,0,0,2.2728608231115905,0,2
0,3,0.6771913767303411,1,5,-0.06580293095392217,0,2
0,3,-0.0034062115737360094,0,0,-0.5294684404556064,1,2
1,2,-0.4204425290821346,1,2,0.57969219011705,0,2
0,3,0.3113134081261825,1,1,-0.3887897409783152,1,2
0,3,-0.27409134164047116,1,0,-0.3562518104869689,0,2
1,2,-1.883954403498769,2,1,0.08205325319057778,0,2
0,2,-0.27409134164047116,0,0,-0.46343558151728603,1,2
0,3,-0.20091574791963948,1,0,-0.38775235519441464,1,0
1,1,0.8967181578928363,1,0,0.3414800869939928,1,2
1,3,-0.7131449039654615,1,1,-0.36310965783699795,1,0
0,3,-0.6399693102446298,0,0,-0.5140760853372883,1,2
0,3,-0.6399693102446298,0,0,-0.3562518104869689,1,2
0,1,2.2870544385886387,0,0,-0.04578636171401046,1,2
0,2,1.9943520637053118,0,0,-0.42802665715905625,1,1
1,1,-0.6399693102446298,0,0,0.8277135222852924,0,2
0,3,-0.27409134164047116,0,0,-0.5132798630382059,1,2
0,3,-0.0034062115737360094,0,0,-0.5163901063939964,1,1
1,1,3.6773907192844413,0,0,-0.09020637882243185,1,2
0,3,1.5552985013803216,0,0,-0.5293880526273336,1,2
1,1,0.1649622206845191,0,0,-0.08063639926615353,1,0
0,1,-0.0034062115737360094,0,0,-0.6644051521991305,1,2
0,3,-1.5180764348946103,3,2,-0.1304002929588008,0,2
0,2,0.09178662696368738,1,1,-0.16198122549451918,1,2
0,3,0.8235425641720046,0,5,0.09521197508046046,0,2
0,3,-0.0034062115737360094,1,0,-0.3562518104869689,1,2
0,3,-2.0303055909404324,3,2,-0.1304002929588008,0,2
1,3,-0.0034062115737360094,0,0,0.416922149832046,1,2
1,1,1.3357717202178265,1,0,0.8041885985400493,1,0
1,1,1.9211764699844802,0,0,0.015063396296629594,1,0
0,3,-0.0034062115737360094,0,0,-0.519898460899328,1,2
1,3,-0.4936181228029663,0,0,-0.519898460899328,0,2
1,2,-0.8594960914071249,0,1,-0.2241860926103282,0,2
0,3,-0.6399693102446298,0,0,-0.5029921350152068,1,2
1,3,-0.0034062115737360094,0,0,-0.5145545843151023,0,1
0,3,-0.8594960914071249,0,0,-0.5352104281893734,0,1
0,2,-0.4204425290821346,2,0,0.7423818425737814,1,2
0,3,0.1649622206845191,1,1,-0.3677357859545029,0,1
0,2,-0.4936181228029663,0,0,-0.4155856837358945,1,2
0,1,2.067527657426144,0,2,1.5036737162757212,1,0
1,1,1.48212290765949,2,0,1.8936503831940625,1,2
0,3,0.7503669704511728,0,0,-0.5261189476109089,1,0
0,1,1.2625961264969947,0,0,-0.17466144840658798,1,2
0,3,0.45766459556784594,0,0,-0.5209358466832287,1,2
1,3,-0.7131449039654615,1,0,-0.5127209762321193,1,2
0,2,0.1649622206845191,2,0,0.7423818425737814,1,2
0,3,-0.0034062115737360094,0,0,-0.5155919700990028,1,2
0,3,0.969893751613668,0,0,-0.5103284813430498,1,2
1,1,-0.0034062115737360094,1,0,0.33087272165381393,0,2
1,2,0.7503669704511728,1,1,0.08205325319057778,0,2
0,1,0.09178662696368738,1,0,0.33087272165381393,1,2
0,2,2.945634782076124,0,0,-0.46343558151728603,1,2
1,2,0.09178662696368738,0,0,-0.4155856837358945,1,2
0,3,-0.8594960914071249,0,0,-0.5155919700990028,1,2
0,3,-0.38385473222171873,0,0,-0.5103284813430498,1,2
1,3,-0.8594960914071249,0,0,-0.47603541660108206,0,2
0,3,0.969893751613668,1,6,0.2332589301797751,0,2
1,1,0.45766459556784594,0,1,9.141554787969715,1,0
0,3,-0.0034062115737360094,0,0,-0.5086537349207011,0,1
1,1,-0.20091574791963948,0,0,0.8041885985400493,1,0
0,3,-0.7131449039654615,0,0,-0.4878390293857957,1,2
0,3,-1.1521984662904516,5,2,0.2332589301797751,1,2
0,2,2.213878844867807,1,1,0.08205325319057778,1,2
0,2,-0.3472669353613029,1,2,0.13141903573368383,1,0
0,3,-1.1521984662904516,4,1,0.09521197508046046,1,2
0,3,-0.7863204976862932,0,0,-0.46973645605713965,1,2
0,3,-0.8594960914071249,0,0,-0.5151938589494617,1,2
1,1,-1.07902287256962,0,1,3.380585956750805,0,2
1,1,0.09178662696368738,1,0,0.42657251721659706,1,2
1,3,-1.883954403498769,0,1,-0.40761006277369216,0,0
0,3,-0.3472669353613029,0,0,-0.5261189476109089,1,0
0,1,2.213878844867807,0,0,-0.1562392377607522,1,2
0,2,1.6284740951011534,0,0,-0.40601570417961613,1,2
1,3,-0.0034062115737360094,0,0,-0.5163901063939964,0,1
0,1,1.4089473139386581,1,1,1.4578966760662195,1,0
0,3,0.8967181578928363,0,0,-0.5179844649880725,1,2
1,1,-0.8594960914071249,1,0,3.6904140448853155,0,0
1,1,0.38448900184701423,0,0,-0.16126347702779828,1,2
0,3,-0.8594960914071249,0,1,-0.38775235519441464,0,0
0,3,-0.3472669353613029,0,0,-0.5162293307374509,1,1
0,3,-0.27409134164047116,1,0,-0.5140760853372883,1,2
0,2,0.6771913767303411,0,0,-0.16676621527265834,1,2
1,2,1.1162449390553313,0,0,-0.40601570417961613,0,2
1,1,0.8967181578928363,0,0,-0.16126347702779828,1,2
1,1,-0.5667937165237981,0,0,2.2362556513088263,0,2
1,1,-0.4204425290821346,0,0,0.283103211700695,0,0
0,1,-0.0034062115737360094,0,0,-0.1562392377607522,1,2
1,1,1.3357717202178265,1,0,0.33087272165381393,1,2
0,3,-0.054564560477976046,0,0,-0.48289517794702236,1,2
0,2,1.6284740951011534,0,0,-0.4155856837358945,1,2
0,3,-0.7863204976862932,0,0,-0.5179844649880725,1,2
1,1,0.6040157830095094,0,0,3.6904140448853155,0,0
1,2,-0.20091574791963948,0,0,-0.46343558151728603,0,2
0,3,-0.0034062115737360094,0,0,-0.3677357859545029,1,1
0,3,0.2381378144053508,0,0,-0.5155919700990028,1,2
1,2,-1.7376032160571055,0,1,-0.03278650148476197,0,2
0,3,-0.9326716851279566,1,0,-0.5293880526273336,1,2
0,2,0.3113134081261825,0,0,-0.4155856837358945,1,2
0,2,1.48212290765949,0,0,-0.4155856837358945,1,2
1,1,-0.20091574791963948,1,0,0.3519266766776262,1,2
0,3,-0.7131449039654615,0,0,-0.4986052563866088,1,2
1,2,0.01861103324285567,3,0,-0.26246601083544147,0,2
1,3,-0.0034062115737360094,0,0,-0.5163097185657237,0,1
0,2,-0.3472669353613029,1,0,-0.16676621527265834,1,2
0,3,-0.3472669353613029,1,0,-0.5127209762321193,0,2
1,1,-0.054564560477976046,0,0,3.380585956750805,0,2
0,3,-1.3717252474529469,0,0,-0.304813170371973,1,0
0,3,-0.0911523573383919,0,0,-0.3562518104869689,1,2
0,3,1.3357717202178265,1,3,-0.006469057704996609,0,2
1,1,0.38448900184701423,0,0,9.141554787969715,1,0
1,1,-0.0034062115737360094,0,0,-0.09020637882243185,1,2
0,1,0.45766459556784594,1,0,0.8447806238259592,1,2
1,1,-0.6399693102446298,2,2,4.357441619957914,0,0
0,3,-0.4204425290821346,1,0,-0.3562518104869689,1,2
1,3,0.09178662696368738,0,0,-0.5127209762321193,1,2
0,1,2.945634782076124,1,1,0.6945319447923898,1,2
0,3,-1.0058472788487882,1,1,-0.27682098016985895,1,2
1,2,0.01861103324285567,0,0,-0.4155856837358945,0,2
0,1,-0.7863204976862932,1,0,0.3519266766776262,1,2
0,3,0.09178662696368738,0,0,-0.5160704690768168,1,1
1,2,-1.883954403498769,1,1,-0.2241860926103282,0,2
1,3,-1.7376032160571055,0,1,-0.4256341622699867,1,2
0,3,0.2381378144053508,0,0,-0.48257554062984265,1,2
0,3,-0.4936181228029663,0,0,-0.5132798630382059,1,2
1,2,1.3357717202178265,1,2,0.57969219011705,0,2
1,2,-2.1276291305891384,1,1,-0.3868757450670595,1,2
0,3,-0.12774015419880777,0,0,-0.5151938589494617,1,2
1,1,0.2381378144053508,0,0,0.9912013110370175,0,2
0,3,0.8235425641720046,0,0,-0.5280329435221647,1,2
1,3,-0.7131449039654615,0,0,-0.5260385597826363,1,0
1,1,0.45766459556784594,1,2,1.6323899413076643,0,2
0,3,-1.0058472788487882,0,0,-0.5155919700990028,1,2
1,1,1.5552985013803216,1,0,0.8277135222852924,0,2
0,1,-0.0034062115737360094,0,0,0.09353722865811179,1,0
0,3,0.05519883010327153,0,0,-0.5160704690768168,0,1
0,3,-0.0034062115737360094,1,0,-0.20217513963088812,1,1
0,3,0.1649622206845191,0,0,-0.5043472441203758,1,2
0,3,-0.4204425290821346,0,0,-0.48257554062984265,1,2
0,3,1.3357717202178265,0,0,-0.5140760853372883,1,2
0,2,1.9943520637053118,0,0,-0.46343558151728603,0,2
1,2,1.7748252825428168,1,3,-0.2241860926103282,0,2
0,3,-0.8594960914071249,0,0,-0.5160704690768168,1,2
1,3,-1.8107788097779371,0,0,-0.4256341622699867,0,2
0,3,-0.0034062115737360094,0,0,-0.5163097185657237,1,1
1,1,0.969893751613668,0,1,3.380585956750805,0,2
1,3,-1.2253740600112835,0,0,-0.5260385597826363,0,0
1,1,-0.9326716851279566,1,0,0.42657251721659706,0,2
0,1,-0.054564560477976046,0,0,-0.09020637882243185,1,2
0,3,-0.0034062115737360094,1,2,-0.21557311100967774,1,2
0,3,-0.3472669353613029,0,0,-0.5294684404556064,1,2
0,3,-0.3472669353613029,0,0,-0.5256404486330951,1,2
1,3,-0.8594960914071249,0,0,-0.5209358466832287,0,2
0,3,-1.5912520286154421,4,1,-0.10695384304591889,1,1
1,3,-2.103481184661264,1,2,-0.270600493458278,1,2
0,1,1.189420532776163,0,0,0.8514796095153542,1,0
0,2,-1.0058472788487882,0,0,-0.16676621527265834,1,2
0,1,-0.0034062115737360094,0,0,-0.07688879527191497,1,0
0,3,-0.3472669353613029,0,0,-0.5132798630382059,1,2
0,2,0.6771913767303411,0,0,-0.4155856837358945,1,2
1,1,1.4089473139386581,0,0,-0.1681213243778273,0,2
1,3,0.09178662696368738,0,0,-0.49820714523706766,0,2
0,3,0.01861103324285567,0,0,-0.5260385597826363,1,0
0,3,0.01861103324285567,1,1,-0.20217513963088812,0,2
1,2,0.09178662696368738,1,1,-0.16198122549451918,0,2
1,1,-1.3717252474529469,1,2,1.6323899413076643,1,2
1,3,-2.1459230290193463,0,1,-0.5013958624252196,1,0
1,3,-0.20091574791963948,0,0,-0.5309039373890481,1,2
0,3,0.09178662696368738,0,0,-0.5155919700990028,1,2
0,1,0.6771913767303411,0,0,-0.6644051521991305,1,2
0,3,-0.8594960914071249,0,0,-0.5155919700990028,0,2
1,1,0.2381378144053508,1,0,0.3519266766776262,0,2
0,3,-0.27409134164047116,0,0,-0.5134387246988402,1,2
0,3,0.6771913767303411,0,0,-0.20217513963088812,1,2
0,2,0.38448900184701423,0,0,-0.46343558151728603,1,2
0,3,-1.7376032160571055,4,2,-0.06580293095392217,0,2
0,3,0.05519883010327153,0,0,-0.5103284813430498,1,2
0,3,-0.4936181228029663,0,0,-0.5127209762321193,0,2
0,2,0.09178662696368738,1,1,0.04385372279373722,1,0
0,3,0.969893751613668,0,0,-0.5409524159231404,1,2
0,3,-1.4449008411737787,3,2,-0.1304002929588008,1,2
1,1,1.6284740951011534,1,1,1.125181024824914,0,2
1,3,-0.20091574791963948,0,0,-0.4986052563866088,1,2
0,1,0.6040157830095094,0,0,-0.6644051521991305,1,2
1,3,-0.20091574791963948,0,1,-0.4256341622699867,0,2
0,3,-2.0303055909404324,4,1,0.09521197508046046,1,2
0,3,-0.0034062115737360094,0,0,-0.5313824363668621,1,1
0,3,-0.0034062115737360094,0,0,0.416922149832046,1,2
1,2,-2.103481184661264,0,2,0.04385372279373722,1,0
1,3,-0.0034062115737360094,0,0,-0.5160704690768168,1,1
1,3,-1.07902287256962,1,0,-0.38775235519441464,0,0
1,2,-2.1159210355938054,1,1,-0.3055309188386939,1,2
0,3,-0.4936181228029663,0,0,-0.5140760853372883,1,2
0,3,-0.8594960914071249,0,0,-0.5055434915649106,1,2
1,1,0.6771913767303411,1,1,0.9272413096705869,0,0
0,3,-0.6399693102446298,0,0,-0.4986052563866088,1,2
1,1,-0.0034062115737360094,0,0,-0.09594836655619884,1,0
0,3,-0.7131449039654615,0,0,-0.5127209762321193,1,2
0,2,-1.0058472788487882,0,0,-0.46343558151728603,1,2
1,1,0.01861103324285567,0,0,-0.07106641970987522,0,0
0,3,0.3479012049865984,0,0,-0.5411916654120473,1,0
0,3,0.8967181578928363,0,0,-0.519898460899328,1,2
0,3,0.38448900184701423,0,0,-0.5132798630382059,1,0
0,2,-0.12774015419880777,0,1,-0.03278650148476197,1,2
1,1,-0.0034062115737360094,1,0,1.0410455925579376,0,0
0,3,-1.883954403498769,4,2,-0.06580293095392217,1,2
0,3,3.238337156959451,0,0,-0.5155919700990028,1,2
0,3,-1.5180764348946103,1,1,-0.3726011635609148,0,0
1,1,-1.0058472788487882,0,1,0.0897092368356004,0,2
0,2,1.0430693453344997,1,0,-0.16676621527265834,0,2
1,3,-0.8594960914071249,0,1,-0.48544653449672615,0,2
1,1,1.1162449390553313,1,1,2.491136744823009,0,2
1,1,1.5552985013803216,0,0,-0.1562392377607522,1,2
1,3,-0.4204425290821346,0,3,-0.29580207762178135,0,0
0,3,0.8235425641720046,2,0,-0.394372867051448,1,2
0,2,-0.6399693102446298,1,0,-0.4442956224047294,1,2
1,1,1.3357717202178265,0,0,-0.1681213243778273,0,2
0,2,-0.4204425290821346,0,0,-0.4155856837358945,1,2
1,2,0.8967181578928363,0,0,-0.4155856837358945,0,2
1,2,-0.20091574791963948,1,0,-0.3991578568295871,0,0
0,1,0.09178662696368738,0,0,0.30208239515670626,1,2
0,3,-0.0034062115737360094,0,0,-0.48257554062984265,1,2
1,3,-1.883954403498769,1,1,-0.45131424541130394,1,2
1,1,1.2625961264969947,1,1,0.3414800869939928,0,2
0,1,0.2381378144053508,0,0,-0.5687053566363475,1,2
0,3,1.2625961264969947,0,0,-0.49214552018612095,1,2
1,2,-0.12774015419880777,1,0,-0.2050461334977716,0,0
1,3,-1.07902287256962,0,0,-0.5261189476109089,0,0
0,3,-0.7131449039654615,0,0,-0.4759569427687206,1,2
1,1,1.9211764699844802,0,1,0.9272413096705869,0,0
1,2,-0.3472669353613029,0,1,-0.16676621527265834,0,2
0,3,0.2381378144053508,0,0,-0.5132798630382059,1,2
0,3,-0.5667937165237981,0,0,-0.4631159442001063,0,2
0,2,-0.12774015419880777,0,0,-0.46343558151728603,1,2
0,3,0.6771913767303411,0,5,-0.10695384304591889,0,1
1,1,-0.7863204976862932,0,0,-0.09020637882243185,0,2
0,3,-0.0034062115737360094,1,2,-0.21557311100967774,0,2
1,1,-0.27409134164047116,0,0,-0.09020637882243185,1,0
0,3,0.1649622206845191,0,0,-0.5160704690768168,1,1
